Employee_Number,Age,Gender,Education,Education_Field,Environment_Satisfaction,Marital_Status,Num_Companies_Worked,Over_18,Work_Life_Balance,Total_Working_Years,Distance_from_Home,Employee_Count,Years_at_Company,Business_Travel,Department,Job_Involvement,Job_Level,Job_Role,Years_in_Current_Role,Years_since_Last_Promotion,Years_with_Curr_Manager,Daily_Rate,Hourly_Rate,Monthly_Rate,Over_Time,Percent_Salary_Hike,Standard_Hours,Stock_Option_Level,Job_Satisfaction,Performance_Rating,Satisfaction_with_Manager,Training_Times_Last_Year,Attrition,Monthly_Income
1337,24,Male,4,Marketing,4,Single,1,Y,3,8,4,1,8,Travel Rarely,Sales,2,2,Sales Executive,7,7,4,950,48,8450,Yes,12,80,0,4,3,2,0,Yes,5828
1469,18,Male,3,Life Sciences,1,Single,1,Y,2,2,3,1,2,Travel Rarely,Research & Development,2,1,Laboratory Technician,2,1,2,805,87,12828,No,12,80,0,3,3,1,2,No,3033
592,26,Male,3,Medical,3,Single,1,Y,2,5,16,1,5,Non-Travel,Research & Development,3,1,Research Scientist,3,1,4,1103,49,2122,No,14,80,0,3,3,3,3,No,2144
637,33,Female,3,Human Resources,2,Divorced,9,Y,3,11,23,1,3,Travel Frequently,Human Resources,3,3,Human Resources,2,0,2,988,43,11533,Yes,15,80,3,1,3,3,2,Yes,9950
976,29,Male,4,Life Sciences,3,Divorced,0,Y,1,3,2,1,2,Travel Rarely,Research & Development,3,1,Research Scientist,2,2,2,192,32,7747,Yes,18,80,1,4,3,2,2,No,2695
298,49,Male,4,Life Sciences,1,Divorced,1,Y,3,31,2,1,31,Non-Travel,Research & Development,3,4,Manager,6,14,7,881,98,4544,No,11,80,1,1,3,4,3,No,17924
1022,33,Male,4,Other,4,Divorced,5,Y,3,10,1,1,4,Travel Frequently,Research & Development,3,1,Research Scientist,3,1,3,560,91,20284,No,14,80,2,1,3,3,2,No,2996
724,41,Female,2,Medical,1,Single,1,Y,3,12,9,1,12,Travel Frequently,Research & Development,3,1,Laboratory Technician,9,5,8,748,74,16458,No,13,80,0,4,3,3,3,No,3673
1195,39,Male,3,Medical,3,Divorced,2,Y,4,8,2,1,3,Travel Rarely,Research & Development,3,1,Research Scientist,1,1,2,896,68,8045,No,14,80,1,3,3,3,3,No,2345
526,33,Female,2,Other,4,Married,0,Y,3,4,16,1,3,Travel Rarely,Research & Development,2,2,Manufacturing Director,2,0,2,219,44,25388,Yes,11,80,0,2,3,4,2,No,4788
428,41,Male,5,Medical,4,Divorced,3,Y,3,10,9,1,8,Travel Frequently,Research & Development,3,2,Laboratory Technician,7,4,7,1001,72,19627,Yes,13,80,1,3,3,2,3,No,5679
768,27,Female,3,Other,3,Single,3,Y,4,10,10,1,8,Travel Rarely,Research & Development,3,2,Research Scientist,7,1,7,857,59,7909,No,13,80,0,3,3,4,4,No,3660
911,38,Male,1,Medical,4,Married,4,Y,3,9,6,1,7,Travel Rarely,Research & Development,2,3,Healthcare Representative,7,1,7,613,42,21457,No,15,80,1,1,3,1,5,No,9991
782,27,Male,1,Medical,4,Married,1,Y,3,1,10,1,1,Travel Rarely,Sales,3,1,Sales Representative,0,0,0,1144,74,23384,No,22,80,0,2,4,2,5,No,1052
1074,30,Male,3,Human Resources,1,Married,3,Y,3,9,2,1,2,Travel Rarely,Human Resources,2,2,Human Resources,2,1,0,106,62,17822,No,12,80,0,1,3,4,1,No,6410
1431,42,Female,3,Life Sciences,4,Married,4,Y,2,12,1,1,5,Travel Frequently,Research & Development,3,2,Healthcare Representative,2,2,2,422,33,21782,No,13,80,1,4,3,2,2,No,5562
1125,50,Female,2,Medical,2,Single,0,Y,2,8,6,1,7,Travel Frequently,Research & Development,2,1,Laboratory Technician,0,7,7,968,40,4257,No,14,80,0,3,3,2,6,No,2838
625,39,Male,3,Medical,1,Divorced,2,Y,4,21,9,1,18,Travel Frequently,Research & Development,3,5,Research Director,16,0,11,840,64,3735,No,17,80,1,3,3,2,2,No,19419
835,38,Female,4,Medical,3,Divorced,6,Y,3,21,13,1,19,Travel Rarely,Research & Development,2,4,Manager,9,15,2,412,94,17334,Yes,13,80,2,2,3,4,4,No,17123
763,33,Male,4,Medical,1,Single,1,Y,1,1,7,1,1,Travel Rarely,Research & Development,3,1,Research Scientist,0,0,0,479,35,22061,No,13,80,0,4,3,3,4,No,2972
296,25,Male,1,Life Sciences,4,Single,3,Y,3,8,2,1,6,Travel Frequently,Sales,1,2,Sales Executive,2,0,0,793,43,20392,No,20,80,0,4,4,2,3,No,5071
984,31,Female,3,Life Sciences,3,Married,2,Y,3,10,1,1,5,Travel Frequently,Sales,4,2,Sales Executive,3,1,3,1141,42,3193,No,19,80,2,1,3,1,3,No,5376
1076,35,Male,4,Marketing,4,Divorced,1,Y,2,15,15,1,15,Non-Travel,Sales,1,2,Sales Executive,12,11,11,301,88,10436,No,24,80,1,4,4,1,4,No,5406
193,37,Female,2,Medical,4,Married,3,Y,4,10,2,1,5,Travel Rarely,Research & Development,2,3,Manufacturing Director,4,0,2,397,54,14199,Yes,19,80,1,3,3,4,6,No,7756
645,38,Male,3,Medical,3,Single,0,Y,3,6,23,1,5,Travel Rarely,Research & Development,3,1,Research Scientist,2,0,3,360,93,22154,No,13,80,0,1,3,1,2,Yes,3904
824,47,Female,4,Marketing,4,Single,3,Y,4,8,11,1,5,Travel Rarely,Sales,3,2,Sales Executive,1,0,4,1313,80,8191,No,12,80,0,4,3,3,1,No,4507
1426,58,Male,2,Technical Degree,2,Married,3,Y,1,14,1,1,6,Travel Rarely,Sales,3,3,Manager,4,0,4,1089,66,11038,Yes,14,80,1,4,3,3,1,No,11904
1145,47,Male,2,Life Sciences,1,Single,9,Y,3,23,1,1,1,Travel Rarely,Research & Development,2,3,Laboratory Technician,0,0,0,626,98,19294,Yes,13,80,0,3,3,4,2,Yes,5381
445,33,Male,2,Life Sciences,4,Single,2,Y,2,5,2,1,3,Travel Frequently,Research & Development,3,2,Manufacturing Director,2,0,2,1003,95,15834,No,11,80,0,3,3,4,3,No,4033
343,29,Female,3,Medical,3,Married,4,Y,4,13,10,1,11,Non-Travel,Research & Development,3,3,Research Director,7,4,8,697,40,26862,No,20,80,1,3,4,3,2,No,11031
710,53,Female,4,Medical,4,Married,4,Y,2,14,7,1,7,Travel Rarely,Research & Development,3,2,Research Scientist,1,1,7,431,68,15696,No,15,80,1,4,3,2,2,No,6854
1319,16,Male,2,Life Sciences,2,Single,1,N,3,0,5,1,0,Non-Travel,Research & Development,3,1,Research Scientist,0,0,0,287,73,13493,No,15,80,0,4,3,4,2,No,1051
1263,49,Female,4,Medical,1,Single,3,Y,2,23,1,1,13,Travel Frequently,Research & Development,2,3,Healthcare Representative,12,12,8,1456,30,25796,No,20,80,0,1,4,3,1,No,7484
1153,33,Female,4,Life Sciences,2,Married,0,Y,3,6,28,1,5,Travel Rarely,Sales,2,1,Sales Representative,3,4,2,1402,98,26204,No,23,80,2,3,4,1,5,No,2430
1191,49,Male,2,Marketing,1,Married,1,Y,3,3,3,1,3,Travel Rarely,Sales,2,1,Sales Representative,2,0,2,869,86,3810,Yes,14,80,0,3,3,3,2,Yes,2683
191,42,Male,3,Medical,4,Divorced,4,Y,4,7,7,1,5,Non-Travel,Research & Development,4,1,Research Scientist,4,2,2,1344,37,5228,No,14,80,3,4,3,4,3,No,2089
799,41,Male,2,Life Sciences,2,Married,6,Y,3,22,14,1,4,Travel Rarely,Research & Development,3,4,Research Director,1,1,0,589,94,5200,No,24,80,1,1,4,3,3,No,17159
1215,36,Male,4,Medical,3,Divorced,1,Y,2,6,1,1,6,Travel Frequently,Sales,1,2,Sales Executive,3,1,3,1278,31,7677,No,14,80,2,4,3,3,2,No,9525
58,35,Female,5,Medical,4,Single,0,Y,2,15,12,1,14,Travel Rarely,Research & Development,2,3,Manufacturing Director,8,7,8,796,51,15669,No,11,80,0,4,3,2,2,No,8858
1440,36,Female,2,Medical,1,Married,5,Y,1,15,11,1,1,Travel Rarely,Research & Development,1,2,Healthcare Representative,0,0,0,1141,61,14382,No,15,80,0,2,3,1,2,Yes,4777
1120,35,Male,3,Life Sciences,4,Married,7,Y,3,15,10,1,12,Travel Rarely,Research & Development,3,3,Healthcare Representative,8,5,7,1383,90,25949,Yes,13,80,1,1,3,4,1,No,8321
499,26,Male,3,Life Sciences,3,Single,0,Y,3,5,7,1,4,Travel Frequently,Sales,3,2,Sales Executive,2,1,3,467,55,11827,No,14,80,0,1,3,4,5,No,4898
1197,34,Male,3,Other,3,Single,3,Y,4,17,7,1,8,Travel Rarely,Research & Development,3,3,Manufacturing Director,5,1,6,950,59,18869,No,21,80,0,3,4,2,3,No,10221
565,45,Female,4,Medical,1,Married,3,Y,4,26,2,1,20,Travel Rarely,Research & Development,3,4,Research Director,17,5,6,359,82,26703,No,19,80,2,3,3,2,2,No,17169
302,37,Female,2,Other,4,Married,1,Y,3,5,6,1,5,Travel Rarely,Research & Development,2,1,Laboratory Technician,4,0,4,1153,40,16376,No,11,80,1,3,3,2,3,No,3702
616,34,Male,4,Medical,1,Married,4,Y,3,16,3,1,13,Travel Frequently,Sales,2,3,Sales Executive,9,1,12,541,48,7246,No,11,80,1,4,3,1,2,No,9699
242,27,Female,3,Medical,3,Married,1,Y,3,3,1,1,3,Travel Rarely,Research & Development,3,1,Research Scientist,2,1,2,1217,67,12719,No,25,80,1,1,4,3,3,No,3591
1198,38,Male,4,Life Sciences,4,Single,3,Y,1,15,9,1,5,Travel Rarely,Research & Development,3,1,Laboratory Technician,4,1,0,676,86,21831,No,14,80,0,1,3,2,3,Yes,2018
809,40,Male,3,Medical,4,Single,2,Y,3,20,6,1,18,Travel Rarely,Research & Development,3,1,Laboratory Technician,13,2,17,263,59,3119,Yes,13,80,0,1,3,3,3,No,4721
759,27,Male,3,Life Sciences,3,Divorced,1,Y,3,10,19,1,10,Travel Rarely,Sales,2,2,Sales Executive,7,0,4,1246,77,23757,No,14,80,2,3,3,3,3,No,8620
48,41,Female,3,Medical,1,Single,1,Y,1,20,6,1,20,Travel Rarely,Research & Development,2,2,Research Scientist,7,1,8,930,73,20003,Yes,14,80,0,3,3,1,3,No,4081
412,29,Female,1,Technical Degree,4,Single,2,Y,2,9,24,1,5,Travel Frequently,Research & Development,3,2,Manufacturing Director,4,1,4,163,30,6670,No,20,80,0,4,4,4,3,No,5238
949,50,Male,4,Life Sciences,2,Single,7,Y,3,18,7,1,8,Travel Rarely,Research & Development,3,3,Healthcare Representative,6,4,0,994,87,15322,No,19,80,0,2,3,4,4,No,10445
642,53,Female,4,Life Sciences,3,Single,7,Y,3,19,8,1,1,Travel Rarely,Research & Development,3,2,Laboratory Technician,0,0,0,548,42,23428,No,11,80,0,3,3,3,3,No,3780
1032,40,Male,4,Life Sciences,2,Married,3,Y,3,6,12,1,1,Travel Rarely,Research & Development,3,1,Laboratory Technician,0,0,0,167,46,9051,Yes,11,80,1,4,3,1,4,No,4766
1200,25,Male,1,Marketing,3,Married,0,Y,3,6,1,1,5,Non-Travel,Sales,3,2,Sales Executive,4,1,4,210,73,22107,Yes,13,80,1,2,3,4,0,No,6349
1247,27,Male,4,Medical,2,Married,1,Y,3,10,3,1,10,Travel Rarely,Research & Development,2,3,Research Director,2,0,7,986,93,21526,No,18,80,0,3,3,3,2,No,11935
536,31,Female,4,Life Sciences,4,Married,6,Y,3,12,5,1,10,Travel Frequently,Research & Development,3,3,Manager,6,8,8,553,74,23364,No,11,80,2,2,3,2,2,No,11878
1391,32,Male,3,Life Sciences,2,Divorced,1,Y,3,1,10,1,1,Travel Rarely,Research & Development,3,1,Laboratory Technician,0,1,0,546,83,6896,No,14,80,2,2,3,2,3,No,2008
1377,31,Male,2,Life Sciences,1,Divorced,0,Y,2,7,5,1,6,Travel Rarely,Research & Development,4,1,Research Scientist,2,0,5,334,80,15053,Yes,12,80,2,2,3,4,5,No,3298
260,34,Male,3,Technical Degree,3,Married,1,Y,2,12,3,1,11,Travel Frequently,Research & Development,3,1,Research Scientist,10,0,7,469,46,9256,No,12,80,0,2,3,3,2,No,3692
795,43,Male,3,Medical,2,Married,4,Y,4,17,23,1,3,Non-Travel,Research & Development,3,2,Laboratory Technician,2,1,2,489,67,25043,No,12,80,1,2,3,3,3,No,2042
33,29,Male,2,Other,3,Divorced,5,Y,4,10,8,1,8,Travel Rarely,Sales,3,3,Sales Executive,4,7,7,231,62,9977,No,11,80,1,3,3,1,2,No,7264
125,36,Male,4,Medical,3,Married,4,Y,4,7,6,1,5,Travel Rarely,Sales,3,2,Sales Executive,4,0,1,228,98,22825,No,14,80,1,4,3,2,5,No,6502
1267,40,Male,3,Life Sciences,2,Single,3,Y,1,11,5,1,3,Travel Rarely,Research & Development,4,2,Healthcare Representative,2,1,2,447,85,15530,No,12,80,0,2,3,1,3,No,6870
653,46,Female,4,Life Sciences,4,Married,7,Y,1,21,1,1,3,Travel Rarely,Research & Development,2,4,Manager,2,0,2,1236,40,17997,No,11,80,1,1,3,1,3,No,15402
1315,37,Female,2,Life Sciences,1,Married,3,Y,3,19,25,1,10,Travel Rarely,Research & Development,2,3,Research Director,8,0,1,849,81,26707,No,17,80,1,2,3,3,2,No,12061
1216,39,Male,3,Other,3,Divorced,3,Y,3,20,28,1,1,Non-Travel,Sales,1,3,Sales Executive,0,0,1,1094,58,11373,No,15,80,1,1,3,3,2,No,10932
1202,32,Male,1,Medical,1,Divorced,7,Y,3,8,10,1,4,Travel Rarely,Research & Development,1,1,Laboratory Technician,3,1,3,587,38,6705,No,13,80,3,4,3,1,2,Yes,3408
1040,33,Male,3,Other,2,Divorced,1,Y,2,3,10,1,3,Travel Rarely,Research & Development,3,1,Laboratory Technician,2,1,2,802,45,9541,No,20,80,1,4,4,1,4,No,3917
1224,24,Female,3,Marketing,3,Married,7,Y,2,5,23,1,2,Travel Rarely,Sales,2,2,Sales Executive,2,0,0,1443,47,21436,Yes,19,80,1,4,3,3,2,No,4157
810,36,Male,2,Life Sciences,3,Divorced,0,Y,3,12,15,1,11,Travel Rarely,Research & Development,2,3,Research Director,10,2,9,343,92,15682,Yes,14,80,1,4,3,2,3,No,11510
877,36,Male,3,Life Sciences,1,Single,4,Y,2,20,1,1,1,Travel Rarely,Sales,2,1,Sales Representative,0,0,0,1404,59,11473,No,14,80,0,1,3,1,3,No,2858
1443,45,Male,3,Technical Degree,1,Married,7,Y,2,17,1,1,6,Travel Rarely,Research & Development,3,1,Research Scientist,5,1,2,465,74,10205,No,12,80,1,4,3,3,2,No,3420
1460,30,Male,4,Technical Degree,2,Single,2,Y,3,12,5,1,7,Non-Travel,Research & Development,3,1,Research Scientist,7,0,7,953,65,17674,No,14,80,0,2,3,2,3,No,2718
577,33,Female,3,Medical,1,Single,1,Y,3,5,1,1,5,Travel Rarely,Sales,3,2,Sales Executive,4,0,3,195,80,6698,No,16,80,0,3,3,4,3,No,4859
558,21,Male,3,Life Sciences,3,Married,1,Y,3,1,6,1,0,Travel Rarely,Research & Development,4,1,Laboratory Technician,0,0,0,1243,63,3445,Yes,21,80,2,1,4,3,2,Yes,1601
8,57,Female,3,Technical Degree,3,Divorced,2,Y,3,24,5,1,6,Travel Rarely,Research & Development,2,3,Healthcare Representative,0,0,4,1272,37,9255,Yes,13,80,1,2,3,4,3,No,10552
669,51,Female,1,Medical,4,Single,7,Y,4,18,1,1,14,Travel Rarely,Sales,3,2,Sales Executive,7,8,10,238,34,7507,No,20,80,0,1,4,4,2,No,8381
580,23,Female,2,Life Sciences,1,Single,9,Y,3,4,3,1,2,Travel Rarely,Sales,3,2,Sales Executive,2,2,0,693,65,24785,No,14,80,0,3,3,1,3,Yes,4577
1414,34,Male,4,Marketing,3,Single,0,Y,3,16,1,1,15,Travel Rarely,Sales,2,2,Sales Executive,13,2,8,776,32,23016,No,14,80,0,1,3,2,2,No,4312
1318,31,Male,4,Life Sciences,2,Married,1,Y,3,15,28,1,15,Travel Rarely,Research & Development,3,2,Laboratory Technician,14,5,7,589,79,22949,Yes,12,80,1,3,3,2,3,No,5207
1294,29,Male,2,Medical,3,Single,0,Y,3,4,9,1,3,Non-Travel,Research & Development,2,1,Research Scientist,2,1,2,335,46,10322,Yes,22,80,0,1,4,1,0,Yes,2321
1186,19,Male,1,Technical Degree,3,Single,1,Y,3,3,22,1,3,Travel Rarely,Sales,3,1,Sales Representative,2,1,2,1343,49,24444,No,11,80,0,3,3,3,2,No,3447
66,40,Female,3,Life Sciences,4,Divorced,3,Y,2,12,22,1,6,Travel Frequently,Research & Development,3,2,Research Scientist,2,3,3,1200,75,13953,Yes,14,80,2,4,3,1,4,No,5467
60,41,Male,5,Medical,4,Married,7,Y,4,10,2,1,4,Non-Travel,Human Resources,4,2,Human Resources,3,0,3,179,79,12858,No,16,80,1,1,3,1,3,No,6272
1352,49,Male,3,Medical,3,Married,5,Y,3,30,2,1,4,Travel Rarely,Research & Development,3,4,Research Director,3,0,3,691,64,6881,No,16,80,0,3,3,4,3,No,17639
331,36,Male,4,Life Sciences,1,Divorced,1,Y,4,7,1,1,7,Travel Rarely,Research & Development,2,2,Manufacturing Director,5,0,7,1115,51,2689,No,18,80,1,3,3,3,2,No,5993
550,18,Female,3,Medical,1,Single,1,Y,4,1,10,1,1,Non-Travel,Research & Development,2,1,Research Scientist,1,0,0,504,96,6148,Yes,25,80,0,2,4,2,2,Yes,1859
492,34,Male,4,Other,4,Married,1,Y,4,2,4,1,2,Travel Frequently,Research & Development,2,1,Laboratory Technician,2,2,2,636,47,26537,No,13,80,1,4,3,2,2,No,2376
486,36,Female,4,Life Sciences,2,Single,0,Y,2,10,1,1,9,Travel Rarely,Research & Development,4,2,Healthcare Representative,7,1,8,827,33,19383,No,13,80,0,4,3,3,4,No,7625
1466,27,Male,3,Life Sciences,3,Single,5,Y,3,6,24,1,4,Travel Rarely,Research & Development,2,1,Laboratory Technician,2,0,3,103,50,12947,Yes,14,80,0,3,3,2,4,Yes,2028
769,44,Female,4,Life Sciences,2,Married,1,Y,3,15,9,1,15,Non-Travel,Sales,2,2,Sales Executive,10,4,12,1050,65,17970,No,13,80,1,3,3,4,2,No,5593
1375,48,Male,2,Life Sciences,1,Single,3,Y,3,20,28,1,4,Travel Frequently,Research & Development,2,2,Laboratory Technician,3,1,3,1475,97,22710,No,20,80,0,1,4,1,2,Yes,4284
409,31,Male,4,Marketing,3,Divorced,0,Y,3,6,8,1,5,Travel Rarely,Sales,3,2,Sales Executive,0,1,2,1216,39,20431,No,12,80,0,3,3,4,3,No,7104
758,45,Male,3,Life Sciences,3,Married,7,Y,1,25,9,1,23,Travel Frequently,Sales,1,4,Sales Executive,5,14,10,1093,82,24164,No,11,80,0,3,3,3,3,Yes,12936
851,39,Female,2,Medical,3,Married,3,Y,1,16,26,1,1,Travel Frequently,Research & Development,2,2,Research Scientist,1,0,0,902,92,21203,Yes,13,80,1,4,3,4,3,No,4422
1226,42,Female,3,Life Sciences,3,Married,1,Y,3,9,2,1,8,Travel Rarely,Research & Development,4,3,Healthcare Representative,7,6,7,921,96,14810,Yes,19,80,1,4,3,2,2,No,7879
1449,30,Male,3,Life Sciences,4,Single,0,Y,1,4,1,1,3,Travel Rarely,Research & Development,2,1,Laboratory Technician,2,1,2,515,62,9571,Yes,14,80,0,3,3,4,2,Yes,3730
923,42,Male,4,Other,4,Married,4,Y,4,26,3,1,2,Travel Rarely,Research & Development,3,5,Manager,2,0,1,1315,35,9358,Yes,12,80,1,4,3,1,2,No,19513
832,51,Male,3,Medical,4,Married,2,Y,3,28,3,1,5,Travel Rarely,Research & Development,2,3,Manufacturing Director,4,0,4,319,39,19609,Yes,14,80,0,3,3,3,4,No,7969
924,27,Male,3,Medical,3,Married,1,Y,1,5,21,1,5,Travel Rarely,Research & Development,3,1,Research Scientist,2,0,2,440,42,6672,No,11,80,1,4,3,3,2,No,2713
202,53,Female,3,Marketing,4,Married,2,Y,3,16,3,1,6,Travel Rarely,Sales,3,2,Sales Executive,2,0,5,1147,52,17011,No,14,80,1,1,3,4,4,No,5940
952,42,Male,4,Life Sciences,3,Single,1,Y,3,6,10,1,6,Travel Rarely,Research & Development,3,1,Research Scientist,4,0,2,1097,96,10826,Yes,11,80,0,3,3,3,4,Yes,2936
515,22,Female,1,Medical,4,Divorced,1,Y,3,5,17,1,4,Travel Rarely,Research & Development,2,2,Manufacturing Director,2,3,2,1206,41,24117,No,15,80,2,3,3,2,6,No,4377
1422,20,Female,1,Life Sciences,2,Married,0,Y,4,4,3,1,3,Travel Rarely,Research & Development,3,2,Manufacturing Director,2,0,2,617,34,10022,Yes,19,80,1,3,3,1,3,Yes,4171
147,43,Female,4,Life Sciences,1,Married,2,Y,3,5,26,1,1,Travel Frequently,Sales,3,2,Sales Executive,1,0,0,306,100,5630,No,14,80,2,1,3,4,4,Yes,4286
423,47,Male,4,Medical,1,Single,2,Y,2,27,1,1,5,Non-Travel,Research & Development,4,4,Manager,4,2,1,1262,35,16154,No,22,80,0,4,4,3,3,No,16885
1313,31,Female,2,Technical Degree,3,Married,1,Y,3,13,8,1,13,Travel Rarely,Sales,2,2,Sales Executive,12,11,9,588,65,24624,Yes,11,80,0,2,3,4,2,No,5228
723,34,Male,3,Life Sciences,3,Single,1,Y,3,10,27,1,10,Travel Rarely,Sales,3,2,Sales Executive,7,7,7,303,84,13492,Yes,18,80,0,4,3,4,2,Yes,5813
530,33,Male,3,Marketing,1,Single,1,Y,2,14,1,1,14,Travel Rarely,Sales,3,3,Sales Executive,8,2,1,937,32,6770,No,21,80,0,4,4,1,3,No,9888
448,41,Male,4,Marketing,3,Married,0,Y,3,10,8,1,9,Travel Rarely,Sales,3,2,Sales Executive,7,4,2,691,48,21173,No,11,80,1,2,3,4,2,No,6825
463,23,Female,4,Marketing,4,Divorced,1,Y,4,5,10,1,5,Travel Rarely,Sales,3,2,Sales Executive,2,0,3,1371,77,5915,Yes,12,80,1,3,3,4,2,No,4260
199,39,Female,2,Life Sciences,2,Single,8,Y,1,8,1,1,6,Travel Rarely,Sales,3,2,Sales Executive,4,0,5,1102,94,19479,Yes,11,80,0,4,3,1,0,Yes,5993
770,54,Male,1,Medical,3,Single,7,Y,4,31,2,1,9,Non-Travel,Research & Development,2,4,Manager,7,6,2,444,40,17323,No,15,80,0,1,3,2,3,No,16756
244,30,Female,3,Life Sciences,3,Single,7,Y,4,3,2,1,1,Travel Frequently,Sales,2,1,Sales Representative,0,0,0,703,90,11882,No,14,80,0,4,3,3,3,Yes,2785
42,18,Female,3,Medical,4,Single,1,Y,3,1,11,1,1,Travel Rarely,Research & Development,2,1,Research Scientist,0,0,0,1097,98,18275,Yes,15,80,0,1,3,1,2,Yes,2600
963,51,Female,2,Marketing,1,Married,7,Y,3,35,7,1,5,Travel Rarely,Sales,2,3,Sales Executive,2,0,4,661,78,20715,Yes,18,80,1,4,3,4,3,No,10934
1411,30,Female,4,Medical,3,Married,1,Y,4,8,3,1,8,Travel Rarely,Research & Development,3,2,Manufacturing Director,7,6,3,498,93,13554,No,12,80,1,1,3,3,2,No,6725
816,33,Male,4,Other,4,Single,3,Y,4,13,12,1,11,Travel Frequently,Sales,3,2,Sales Executive,9,6,7,880,36,10414,Yes,24,80,0,4,4,1,2,Yes,4581
89,37,Male,4,Other,4,Married,0,Y,3,7,1,1,6,Travel Frequently,Human Resources,3,1,Human Resources,2,1,2,1444,88,5224,Yes,11,80,1,2,3,2,2,No,2991
946,22,Female,1,Technical Degree,1,Single,1,Y,3,6,2,1,6,Travel Frequently,Research & Development,3,1,Research Scientist,3,1,3,567,32,17218,Yes,13,80,0,4,3,3,2,No,3760
316,27,Male,3,Life Sciences,1,Married,0,Y,2,6,1,1,5,Travel Rarely,Research & Development,3,2,Healthcare Representative,3,0,2,136,89,6225,No,12,80,1,1,3,1,5,No,5373
845,38,Female,3,Medical,1,Single,0,Y,1,10,4,1,9,Travel Frequently,Research & Development,3,2,Manufacturing Director,2,3,8,711,81,3140,No,13,80,0,3,3,4,2,No,5042
1090,45,Female,4,Life Sciences,2,Divorced,6,Y,3,29,2,1,3,Travel Rarely,Sales,4,4,Manager,2,1,2,1225,47,21086,No,14,80,3,2,3,3,2,No,15972
222,28,Male,4,Life Sciences,3,Divorced,1,Y,2,10,7,1,10,Travel Rarely,Research & Development,3,2,Laboratory Technician,7,8,9,853,49,11309,No,13,80,3,3,3,1,4,No,3491
926,35,Male,4,Medical,4,Single,1,Y,1,10,10,1,10,Travel Rarely,Research & Development,3,2,Manufacturing Director,3,0,8,370,58,4992,No,15,80,0,1,3,2,4,Yes,4213
1378,30,Male,3,Medical,4,Divorced,0,Y,2,10,2,1,9,Travel Rarely,Research & Development,3,2,Research Scientist,5,1,6,977,45,25518,No,13,80,2,2,3,3,4,No,5470
1023,34,Female,3,Technical Degree,3,Divorced,1,Y,3,17,8,1,17,Travel Rarely,Research & Development,3,3,Healthcare Representative,14,12,8,1223,59,8202,No,13,80,3,3,3,2,2,No,10096
315,24,Female,3,Life Sciences,1,Divorced,1,Y,1,3,23,1,3,Travel Rarely,Research & Development,3,1,Research Scientist,2,0,2,1349,90,3032,No,22,80,2,4,4,2,3,No,2886
915,23,Male,3,Medical,4,Single,8,Y,3,6,24,1,4,Travel Rarely,Research & Development,3,1,Laboratory Technician,3,1,2,477,49,6409,No,22,80,0,2,4,4,2,No,3597
380,31,Female,2,Life Sciences,4,Married,3,Y,3,12,5,1,7,Travel Rarely,Research & Development,2,2,Research Scientist,1,2,5,824,67,15624,No,12,80,1,2,3,1,2,No,5878
438,23,Female,2,Life Sciences,2,Single,1,Y,3,5,4,1,5,Travel Rarely,Sales,2,2,Sales Executive,4,1,3,891,99,12090,Yes,11,80,0,4,3,2,3,No,4487
1393,19,Female,3,Life Sciences,4,Single,1,Y,3,1,6,1,1,Travel Frequently,Research & Development,2,1,Laboratory Technician,0,1,0,871,66,19783,Yes,18,80,0,4,3,2,5,Yes,2926
676,37,Male,1,Medical,2,Married,7,Y,3,17,29,1,1,Travel Rarely,Research & Development,3,2,Healthcare Representative,0,0,0,1180,70,11354,Yes,19,80,0,1,3,2,2,Yes,6673
714,39,Male,4,Life Sciences,3,Single,2,Y,3,8,2,1,2,Travel Rarely,Research & Development,2,1,Research Scientist,2,2,2,1322,52,2725,No,14,80,0,3,3,4,2,No,2809
1179,26,Female,1,Medical,4,Divorced,1,Y,3,6,3,1,6,Travel Frequently,Sales,4,2,Sales Executive,5,0,4,1410,71,16673,Yes,20,80,2,4,4,2,3,No,4647
288,41,Female,2,Medical,4,Divorced,1,Y,2,6,2,1,5,Travel Rarely,Research & Development,4,1,Research Scientist,3,1,4,1273,72,21923,No,12,80,2,3,3,4,3,No,2645
575,38,Female,3,Life Sciences,2,Single,7,Y,3,22,6,1,20,Travel Rarely,Research & Development,3,4,Manufacturing Director,6,5,13,302,75,20364,No,15,80,0,3,3,3,3,No,13237
794,35,Female,1,Life Sciences,4,Divorced,0,Y,2,6,10,1,5,Travel Rarely,Research & Development,3,1,Research Scientist,3,4,3,571,82,19905,Yes,13,80,2,1,3,2,3,No,2782
1371,18,Male,3,Other,4,Single,1,Y,4,1,21,1,1,Travel Rarely,Sales,2,1,Sales Representative,0,0,0,419,37,9947,Yes,13,80,0,2,3,2,3,Yes,2121
146,42,Male,3,Marketing,2,Married,7,Y,3,26,5,1,22,Travel Rarely,Sales,3,5,Manager,9,3,10,1099,88,8751,No,11,80,1,2,3,3,5,No,18213
1014,24,Female,3,Other,3,Married,1,Y,2,5,6,1,5,Travel Rarely,Research & Development,2,1,Research Scientist,4,4,3,841,46,23300,No,19,80,0,2,3,3,3,No,2368
1095,37,Male,3,Life Sciences,3,Married,0,Y,3,10,14,1,9,Travel Rarely,Sales,3,2,Sales Executive,8,7,7,1245,80,12355,No,11,80,1,2,3,4,3,No,9924
